HITId,HITTypeId,AssignmentId,WorkerId,WorkTimeInSeconds,Context,Input Number,Question,Answer,Clarity,Fluency,Grammatical,Present,Generated
3WGZLY9VCHMR5EITSTVWJ4OXRIGD8G,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IQ1VMJRYTKV7WWL4DGAHJ6NTVI9AD,A2LU259QPV1I4V,338,this is not a valid comparison -- the inner mitochondria membrane is used to run proton pumps and carry out oxidative phosphorylation across to generate atp energy.,28,what does oxidative phosphorylation do?,generate atp energy,5,5,TRUE,TRUE,TRUE
3WGZLY9VCHMR5EITSTVWJ4OXRIGD8G,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3P4MQ7TPPXCJEZGA8BU230LJZD7BBL,A1FGKIKJYSL1MI,322,this is not a valid comparison -- the inner mitochondria membrane is used to run proton pumps and carry out oxidative phosphorylation across to generate atp energy.,28,what does oxidative phosphorylation do?,generate atp energy,5,5,TRUE,TRUE,TRUE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3300DTYQT2H4P8UJ1KTIZXM3OAIEQX,A1PUHCEBSOWETV,141,"the wedding was held on 12 may 1191 at the chapel of st. george and it was attended by richard 's sister joan, whom he had brought from sicily.",15,what was the wedding date?,12 May 1191,3,4,TRUE,TRUE,TRUE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,354GIDR5ZB6HAPAQCF0OZ2THH5D002,A8TIL9U6YHG5,226,"the wedding was held on 12 may 1191 at the chapel of st. george and it was attended by richard 's sister joan, whom he had brought from sicily.",15,what was the wedding date?,12 May 1191,5,5,TRUE,TRUE,TRUE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3H7Z272LX77XV23WIT1XCNMDSBZLP2,A610SH5RY1NG1,117,"the wedding was held on 12 may 1191 at the chapel of st. george and it was attended by richard 's sister joan, whom he had brought from sicily.",15,what was the wedding date?,12 May 1191,5,5,TRUE,TRUE,TRUE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3U088ZLJVKTAIFBB5MT96X2LIARW0Z,A37WDOIQH6JM6V,351,"the wedding was held on 12 may 1191 at the chapel of st. george and it was attended by richard 's sister joan, whom he had brought from sicily.",15,what was the wedding date?,12 May 1191,5,5,TRUE,TRUE,TRUE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,35GCEFQ6I5OAT2FDZWVZ7ZUA2OFZ3N,A610SH5RY1NG1,114,"as sea-level continued to rise in the netherlands, the formation of the holocene rhine-meuse delta began (~ 8,000 years ago).",20,what country did the rhine continue to rise during the holocene?,the netherlands,4,4,TRUE,TRUE,TRUE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,36V4Q8R5ZK021WMWIIH1C5RCXCBQM0,A2J2P9JE374XCM,171,"as sea-level continued to rise in the netherlands, the formation of the holocene rhine-meuse delta began (~ 8,000 years ago).",20,what country did the rhine continue to rise during the holocene?,the netherlands,5,5,TRUE,TRUE,TRUE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3E7TUJ2EGCMT53ZXON7C7KETEYFD9J,A37WDOIQH6JM6V,273,"as sea-level continued to rise in the netherlands, the formation of the holocene rhine-meuse delta began (~ 8,000 years ago).",20,what country did the rhine continue to rise during the holocene?,the netherlands,5,5,TRUE,TRUE,TRUE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3PH3VY7DJLX7K0H19G61CW570H8ZWS,A1NKBXOTZAI1YK,206,"as sea-level continued to rise in the netherlands, the formation of the holocene rhine-meuse delta began (~ 8,000 years ago).",20,what country did the rhine continue to rise during the holocene?,the netherlands,4,5,TRUE,TRUE,TRUE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,37XITHEISW9P4BP5I8CNEZW5ZK9CR5,A8TIL9U6YHG5,364,"osweiler was injured, however, leading to manning's return during the week 17 regular season finale, where the broncos were losing 13 -- 7 against the 4 -- 11 san diego chargers, resulting in manning re-claiming the starting quarterback position for the playoffs by leading the team to a key 27 -- 20 win that enabled the team to clinch the number one overall afc seed.",170,who did the broncos play in the last week of the regular season?,san diego chargers,5,5,TRUE,TRUE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3B3WTRP3DB262T1HRYNVB1NPH7T929,A1IZ4NX41GKU4X,327,"osweiler was injured, however, leading to manning's return during the week 17 regular season finale, where the broncos were losing 13 -- 7 against the 4 -- 11 san diego chargers, resulting in manning re-claiming the starting quarterback position for the playoffs by leading the team to a key 27 -- 20 win that enabled the team to clinch the number one overall afc seed.",170,who did the broncos play in the last week of the regular season?,san diego chargers,5,5,TRUE,TRUE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HPZF4IVNMTY1C1RW34HMVP227MYCR,A2LU259QPV1I4V,404,"osweiler was injured, however, leading to manning's return during the week 17 regular season finale, where the broncos were losing 13 -- 7 against the 4 -- 11 san diego chargers, resulting in manning re-claiming the starting quarterback position for the playoffs by leading the team to a key 27 -- 20 win that enabled the team to clinch the number one overall afc seed.",170,who did the broncos play in the last week of the regular season?,san diego chargers,5,5,TRUE,TRUE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3K2755HG5S326DQAR974HG04HWADFB,AX8EX2QI5HIQQ,360,"osweiler was injured, however, leading to manning's return during the week 17 regular season finale, where the broncos were losing 13 -- 7 against the 4 -- 11 san diego chargers, resulting in manning re-claiming the starting quarterback position for the playoffs by leading the team to a key 27 -- 20 win that enabled the team to clinch the number one overall afc seed.",170,who did the broncos play in the last week of the regular season?,san diego chargers,4,4,TRUE,TRUE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,304SM51WA34IVLXCJXGXTPVJ31SSB2,A3IR7DFEKLLLO,229,"when two forces act on a point particle, the resulting force, the resultant (also called the net force), can be determined by following the parallelogram rule of vector addition: the addition of two vectors represented by sides of a parallelogram, gives an equivalent resultant vector that is equal in magnitude and direction to the transversal of the parallelogram.",99,what is the resultant force called when two forces act on a particle?,net force,3,4,TRUE,TRUE,TRUE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,33PPUNGG3852C40FAMWVPXXQ82UZRQ,AM0JKZVOEOTMA,376,"when two forces act on a point particle, the resulting force, the resultant (also called the net force), can be determined by following the parallelogram rule of vector addition: the addition of two vectors represented by sides of a parallelogram, gives an equivalent resultant vector that is equal in magnitude and direction to the transversal of the parallelogram.",99,what is the resultant force called when two forces act on a particle?,net force,5,4,TRUE,TRUE,TRUE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3W92K5RLWUHWYXX7CIUP1QFYS915VK,A3BI0AX5T5GVO3,145,"when two forces act on a point particle, the resulting force, the resultant (also called the net force), can be determined by following the parallelogram rule of vector addition: the addition of two vectors represented by sides of a parallelogram, gives an equivalent resultant vector that is equal in magnitude and direction to the transversal of the parallelogram.",99,what is the resultant force called when two forces act on a particle?,net force,4,5,TRUE,TRUE,TRUE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZDAD0O1T1DQNODSDTD5SRIXONUXT5,A610SH5RY1NG1,172,"when two forces act on a point particle, the resulting force, the resultant (also called the net force), can be determined by following the parallelogram rule of vector addition: the addition of two vectors represented by sides of a parallelogram, gives an equivalent resultant vector that is equal in magnitude and direction to the transversal of the parallelogram.",99,what is the resultant force called when two forces act on a particle?,net force,5,5,TRUE,TRUE,TRUE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,323Q6SJS8IGJITVCD5QU81F29O3FHM,A610SH5RY1NG1,111,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",50,who pays australian pharmacists for doing home medicines reviews?,australian government,5,5,TRUE,TRUE,TRUE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3A1PQ49WVHHSSE1466B9JZB88EKH1N,A8TIL9U6YHG5,213,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",50,who pays australian pharmacists for doing home medicines reviews?,australian government,5,5,TRUE,TRUE,TRUE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3A1PQ49WVHHSSE1466B9JZB88EL1H8,A3BI0AX5T5GVO3,121,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",50,who pays australian pharmacists for doing home medicines reviews?,australian government,3,4,TRUE,TRUE,TRUE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3RANCT1ZVFHYAYPG82BX8QD7OYDUBK,A2J2P9JE374XCM,384,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",50,who pays australian pharmacists for doing home medicines reviews?,australian government,5,5,TRUE,TRUE,TRUE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3EJJQNKU9R5GLJ0L40QOPQTLCCHHRM,A1IZ4NX41GKU4X,246,"the super bowl 50 halftime show was headlined by the british rock group coldplay with special guest performers beyoncé and bruno mars, who headlined the super bowl xlvii and super bowl xlviii halftime shows, respectively.",103,what two artists came out with coldplay during the half-time show?,beyoncé and bruno mars,5,5,TRUE,TRUE,FALSE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3F6HPJW4JD0HEPEPK9XNPLV0F8BW2J,A3BI0AX5T5GVO3,197,"the super bowl 50 halftime show was headlined by the british rock group coldplay with special guest performers beyoncé and bruno mars, who headlined the super bowl xlvii and super bowl xlviii halftime shows, respectively.",103,what two artists came out with coldplay during the half-time show?,beyoncé and bruno mars,5,4,TRUE,TRUE,FALSE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3Z7ISHFUH0VWUZLJBDQVYG2LIA68ZN,A2YBZFSUD5OP7W,279,"the super bowl 50 halftime show was headlined by the british rock group coldplay with special guest performers beyoncé and bruno mars, who headlined the super bowl xlvii and super bowl xlviii halftime shows, respectively.",103,what two artists came out with coldplay during the half-time show?,beyoncé and bruno mars,5,4,TRUE,TRUE,FALSE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZR9AIQJUB9Y9DSRVGNQB5JUYHR04G,A610SH5RY1NG1,137,"the super bowl 50 halftime show was headlined by the british rock group coldplay with special guest performers beyoncé and bruno mars, who headlined the super bowl xlvii and super bowl xlviii halftime shows, respectively.",103,what two artists came out with coldplay during the half-time show?,beyoncé and bruno mars,5,5,TRUE,TRUE,FALSE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,386CSBG1OZM0CT14V2AKN9UQ7CW6Q6,A3696JXTRKL2FI,292,"a function problem is a computational problem where a single output (of a total function) is expected for every input, but the output is more complex than that of a decision problem, that is, it is n't just yes or no.",17,a function problem is an example of what?,computational,5,5,TRUE,TRUE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3A0EX8ZRN8OFR79LI38MBBJKKMOYBM,A2VE5IV9OD2SK1,186,"a function problem is a computational problem where a single output (of a total function) is expected for every input, but the output is more complex than that of a decision problem, that is, it is n't just yes or no.",17,a function problem is an example of what?,computational,4,4,TRUE,TRUE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3EG49X351UCKLQ2GHG5CHHQJ4FHX6S,A1Z6F6EIUJFC6T,148,"a function problem is a computational problem where a single output (of a total function) is expected for every input, but the output is more complex than that of a decision problem, that is, it is n't just yes or no.",17,a function problem is an example of what?,computational,3,2,TRUE,TRUE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HQUKB7LNFE3WPMI8VEUBMRFP3GHHM,A37WDOIQH6JM6V,272,"a function problem is a computational problem where a single output (of a total function) is expected for every input, but the output is more complex than that of a decision problem, that is, it is n't just yes or no.",17,a function problem is an example of what?,computational,2,4,TRUE,TRUE,TRUE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,337RC3OW052A0M0S45AWIFBVEZZVLW,A1Z6F6EIUJFC6T,213,sky uk limited (formerly british sky broadcasting or bskyb) is a british telecommunications company which serves the united kingdom.,29,what kind of company is sky uk limited?,british telecommunications company,3,3,TRUE,TRUE,TRUE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3C6FJU71TQTUN6IRIUPHG1B897VYU3,A3BI0AX5T5GVO3,151,sky uk limited (formerly british sky broadcasting or bskyb) is a british telecommunications company which serves the united kingdom.,29,what kind of company is sky uk limited?,british telecommunications company,4,4,TRUE,TRUE,TRUE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IJXV6UZ1XJGHEB5AI89P2U0CPTRIM,A2J2P9JE374XCM,138,sky uk limited (formerly british sky broadcasting or bskyb) is a british telecommunications company which serves the united kingdom.,29,what kind of company is sky uk limited?,british telecommunications company,5,5,TRUE,TRUE,TRUE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3QL2OFSM96I4PDXDP1V65FRVYNKNCS,A23S6QOSZH9TMT,392,sky uk limited (formerly british sky broadcasting or bskyb) is a british telecommunications company which serves the united kingdom.,29,what kind of company is sky uk limited?,british telecommunications company,5,5,FALSE,TRUE,TRUE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,35H6S234SA0BJ7I6BAMHPYZZBGA65U,A3696JXTRKL2FI,300,"albert einstein extended the principle of inertia further when he explained that reference frames subject to constant acceleration, such as those free-falling toward a gravitating object, were physically equivalent to inertial reference frames.",93,who explained that inertial reference frames equaled reference frames subject to constant acceleration?,albert einstein,5,5,TRUE,TRUE,TRUE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,39N5ACM9HEN2U02NTWY77EVISHG9PR,A26TY8FHMJ183C,252,"albert einstein extended the principle of inertia further when he explained that reference frames subject to constant acceleration, such as those free-falling toward a gravitating object, were physically equivalent to inertial reference frames.",93,who explained that inertial reference frames equaled reference frames subject to constant acceleration?,albert einstein,5,5,TRUE,TRUE,TRUE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3BWI6RSP7G9UJQP45LKCZ658JKT7EV,A2LU259QPV1I4V,376,"albert einstein extended the principle of inertia further when he explained that reference frames subject to constant acceleration, such as those free-falling toward a gravitating object, were physically equivalent to inertial reference frames.",93,who explained that inertial reference frames equaled reference frames subject to constant acceleration?,albert einstein,5,5,TRUE,TRUE,TRUE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3CFVK00FWLLPLWLR3X2O6NVWX6A6LI,A3BI0AX5T5GVO3,111,"albert einstein extended the principle of inertia further when he explained that reference frames subject to constant acceleration, such as those free-falling toward a gravitating object, were physically equivalent to inertial reference frames.",93,who explained that inertial reference frames equaled reference frames subject to constant acceleration?,albert einstein,4,3,TRUE,TRUE,TRUE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,34PGFRQONOBHKLCXRU3FO2HHHJXJWT,A1Z6F6EIUJFC6T,266,"in 1854 at ballarat there was an armed rebellion against the government of victoria by miners protesting against mining taxes (the ""eureka stockade"").",74,when was there a armed protest at ballarat about mining taxes?,1854,4,3,TRUE,TRUE,TRUE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3CN4LGXD5XOV68OC3OYZ3XDEAU74YM,A3696JXTRKL2FI,284,"in 1854 at ballarat there was an armed rebellion against the government of victoria by miners protesting against mining taxes (the ""eureka stockade"").",74,when was there a armed protest at ballarat about mining taxes?,1854,5,5,TRUE,TRUE,TRUE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3N2BF7Y2VQUPO3NTZSU73RZB6PFMH0,A610SH5RY1NG1,122,"in 1854 at ballarat there was an armed rebellion against the government of victoria by miners protesting against mining taxes (the ""eureka stockade"").",74,when was there a armed protest at ballarat about mining taxes?,1854,5,5,TRUE,TRUE,TRUE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3QUO65DNQUOITSEPC7GJEAD6VXUUOM,A8TIL9U6YHG5,400,"in 1854 at ballarat there was an armed rebellion against the government of victoria by miners protesting against mining taxes (the ""eureka stockade"").",74,when was there a armed protest at ballarat about mining taxes?,1854,5,5,TRUE,TRUE,TRUE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HRMW88U16QED3HX1KNMXZ0UK8E0MD,A8TIL9U6YHG5,276,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",77,when does rain typically fall in jacksonville?,genghis khan,1,1,FALSE,FALSE,TRUE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IAEQB9FMEK4HZC5HYH4L4M4CZZDW8,A610SH5RY1NG1,182,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",77,when does rain typically fall in jacksonville?,genghis khan,1,1,TRUE,FALSE,TRUE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IFS6Q0HJIJSITBIP78EFCZWYRCSIB,A2LU259QPV1I4V,357,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",77,when does rain typically fall in jacksonville?,genghis khan,1,1,FALSE,FALSE,TRUE
